"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
630,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
631,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
632,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
633,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
634,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
635,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
636,0.5,"Unequal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
637,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
638,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
639,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
640,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
641,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
642,0.5,"Unequal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
643,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
644,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
645,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
646,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
647,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
648,0.5,"Unequal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
649,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
650,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
651,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
652,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
653,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
654,0.5,"Unequal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
655,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
656,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
657,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
658,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
659,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
660,0.5,"Unequal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
661,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
662,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
663,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
664,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
665,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
666,0.5,"Unequal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
667,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
668,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
669,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
670,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
671,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
672,0.5,"Unequal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
673,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
674,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
675,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
676,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
677,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
678,0.5,"Unequal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
679,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
680,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
681,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
682,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
683,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
684,0.5,"Unequal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
685,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
686,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
687,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
688,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
689,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
690,0.5,"Unequal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
691,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
692,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
693,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
694,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
695,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
696,0.5,"Unequal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
697,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
698,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
699,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
700,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
701,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
702,0.5,"Unequal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
703,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
704,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
705,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
706,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
707,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
708,0.5,"Unequal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
709,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
710,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
711,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
712,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
713,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
714,0.5,"Unequal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
715,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
716,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
717,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
718,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
719,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
720,0.5,"Unequal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
721,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
722,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
723,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
724,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
725,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
726,0.5,"Unequal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
727,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
728,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
729,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
730,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
731,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
732,0.5,"Unequal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
733,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
734,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
735,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
736,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
737,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
738,0.5,"Unequal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
739,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
740,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
741,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
742,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
743,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
744,0.5,"Unequal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
745,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
746,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
747,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
748,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
749,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
750,0.5,"Unequal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
751,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
752,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
753,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
754,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
755,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
756,0.5,"Unequal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
757,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
758,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
759,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
760,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
761,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
762,0.5,"Unequal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
763,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
764,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
765,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
766,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
767,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
768,0.5,"Unequal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
769,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
770,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
771,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
772,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
773,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
774,0.7,"Equal","None",0.5,0.5,0.5,10,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
775,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
776,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
777,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
778,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
779,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
780,0.7,"Equal","None",0.5,0.5,0.5,10,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
781,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
782,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
783,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
784,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
785,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
786,0.7,"Equal","None",0.5,0.5,0.5,20,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
787,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
788,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
789,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
790,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
791,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
792,0.7,"Equal","None",0.5,0.5,0.5,20,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
793,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
794,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
795,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
796,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
797,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
798,0.7,"Equal","None",0.5,0.5,0.5,30,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
799,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
800,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
801,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
802,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
803,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
804,0.7,"Equal","None",0.5,0.5,0.5,30,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
805,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
806,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
807,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
808,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
809,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
810,0.7,"Equal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
811,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
812,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
813,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
814,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
815,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
816,0.7,"Equal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
817,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
818,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
819,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
820,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
821,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
822,0.7,"Equal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
823,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
824,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
825,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
826,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
827,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
828,0.7,"Equal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
829,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
830,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
831,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
832,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
833,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
834,0.7,"Equal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
835,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
836,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
837,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
